"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter"
"3968","5.677","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3969","5.678","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3973","5.683","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","2672\302\265s","","","","0"
"3974","5.684","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3979","5.703","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5415\302\265s","","","","0"
"3980","5.704","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3981","5.704","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3988","5.718","59:51:34:3a:99:17","LE 1M","LE LL","21","2433\302\265s","","","","0"
"3989","5.718","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3990","5.719","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3992","5.725","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","743\302\265s","","","","0"
"4001","5.746","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","330\302\265s","","","","0"
"4002","5.746","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4006","5.762","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","10417\302\265s","","","","0"
"4007","5.763","7c:89:95:02:84:47","LE 1M","LE LL","24","958\302\265s","","","","0"
"4008","5.764","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"4010","5.772","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3973\302\265s","","","","0"
"4011","5.773","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4012","5.776","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","3111\302\265s","","","","0"
"4015","5.798","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2794\302\265s","","","","0"
"4016","5.799","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4017","5.799","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4030","5.823","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2788\302\265s","","","","0"
"4031","5.824","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"4032","5.824","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4036","5.833","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","1764\302\265s","","","","0"
"4037","5.834","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"4038","5.835","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"4045","5.845","4d:be:63:3e:45:54","LE 1M","LE LL","25","668\302\265s","","","","0"
"4046","5.845","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"4047","5.846","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"4051","5.853","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5307\302\265s","","","","0"
"4052","5.854","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"4053","5.854","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4055","5.868","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","2222\302\265s","","","","0"
"4056","5.869","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"4060","5.883","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9307\302\265s","","","","0"
"4061","5.884","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","236\302\265s","","","","0"
"4062","5.884","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"4069","5.904","59:51:34:3a:99:17","LE 1M","LE LL","21","463\302\265s","","","","0"
"4070","5.904","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4071","5.905","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4084","5.930","55:01:2a:98:35:1d","LE 1M","LE LL","23","1588\302\265s","","","","0"
"4096","5.951","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5435\302\265s","","","","0"
"4097","5.951","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4098","5.951","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4099","5.954","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","2642\302\265s","","","","0"
"4100","5.955","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"4101","5.956","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"4102","5.961","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","5194\302\265s","","","","0"
"4106","5.977","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","217\302\265s","","","","0"
"4107","5.978","ff:1c:3c:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4110","6.008","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","17349\302\265s","","","","0"
"4119","6.023","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","352\302\265s","","","","0"
"4121","6.024","7e:c0:d2:57:a4:a9","LE 1M","LE LL","27","150\302\265s","","","","0"
"4128","6.029","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","460\302\265s","","","","0"
"4129","6.030","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4130","6.030","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4149","6.056","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","331\302\265s","","","","0"
"4150","6.056","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4154","6.083","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","20434\302\265s","","","","0"
"4155","6.084","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4156","6.084","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4157","6.085","59:51:34:3a:99:17","LE 1M","LE LL","21","867\302\265s","","","","0"
"4160","6.086","59:51:34:3a:99:17","LE 1M","LE LL","21","138\302\265s","","","","0"
"4163","6.109","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","17010\302\265s","","","","0"
"4164","6.109","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4165","6.116","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","6554\302\265s","","","","0"
"4168","6.117","63:3d:4c:ce:2e:32","LE 1M","LE LL","24","131\302\265s","","","","0"
"4169","6.117","63:3d:4c:ce:ae:30","LE 1M","LE LL","24","367\302\265s","","","","0"
"4173","6.120","55:01:2a:98:35:1d","LE 1M","LE LL","23","486\302\265s","","","","0"
"4190","6.144","59:65:2f:61:e4:21","LE 1M","LE LL","24","233\302\265s","","","","0"
"4191","6.145","59:65:2f:65:e4:21","LE 1M","LE LL","24","477\302\265s","","","","0"
"4194","6.148","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","1536\302\265s","","","","0"
"4197","6.149","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","132\302\265s","","","","0"
"4198","6.149","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"4199","6.154","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4937\302\265s","","","","0"
"4200","6.155","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4201","6.155","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4211","6.178","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","10305\302\265s","","","","0"
"4212","6.179","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4213","6.179","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4215","6.187","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","589\302\265s","","","","0"
"4216","6.187","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"4217","6.189","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","1136\302\265s","","","","0"
"4219","6.203","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5479\302\265s","","","","0"
"4224","6.206","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","568\302\265s","","","","0"
"4234","6.227","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1639\302\265s","","","","0"
"4235","6.227","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4236","6.228","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4237","6.232","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","3964\302\265s","","","","0"
"4240","6.233","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","132\302\265s","","","","0"
"4248","6.252","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1496\302\265s","","","","0"
"4249","6.252","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4250","6.253","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4256","6.266","59:51:34:3a:99:17","LE 1M","LE LL","21","479\302\265s","","","","0"
"4257","6.267","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4258","6.267","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4259","6.276","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7876\302\265s","","","","0"
"4260","6.276","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4261","6.276","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4263","6.296","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1680\302\265s","","","","0"
"4264","6.296","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4265","6.303","55:01:2a:98:35:1d","LE 1M","LE LL","23","5960\302\265s","","","","0"
"4266","6.308","7c:89:95:02:84:47","LE 1M","LE LL","24","5393\302\265s","","","","0"
"4267","6.309","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"4271","6.322","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6706\302\265s","","","","0"
"4272","6.322","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4273","6.323","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4296","6.370","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2113\302\265s","","","","0"
"4297","6.370","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4301","6.388","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","11148\302\265s","","","","0"
"4302","6.389","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"4303","6.389","63:3d:4c:ce:2e:70","LE 1M","LE LL","24","366\302\265s","","","","0"
"4304","6.390","d0:44:40:ce:9d:86","LE 1M","LE LL","14","728\302\265s","","","","0"
"4305","6.391","d0:44:40:ce:9d:86","LE 1M","LE LL","14","132\302\265s","","","","0"
"4306","6.394","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","2606\302\265s","","","","0"
"4307","6.397","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2964\302\265s","","","","0"
"4308","6.397","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4309","6.398","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4310","6.400","4d:be:63:3e:45:54","LE 1M","LE LL","25","1678\302\265s","","","","0"
"4311","6.400","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"4312","6.401","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"4321","6.423","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3428\302\265s","","","","0"
"4322","6.423","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"4323","6.424","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"4324","6.424","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","306\302\265s","","","","0"
"4325","6.425","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4326","6.425","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4339","6.454","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6754\302\265s","","","","0"
"4340","6.455","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4341","6.455","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4356","6.484","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6664\302\265s","","","","0"
"4359","6.504","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6602\302\265s","","","","0"
"4360","6.506","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","1535\302\265s","","","","0"
"4363","6.507","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","132\302\265s","","","","0"
"4364","6.507","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"4365","6.510","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","2195\302\265s","","","","0"
"4369","6.511","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","363\302\265s","","","","0"
"4376","6.531","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2468\302\265s","","","","0"
"4377","6.531","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4378","6.531","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4388","6.557","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7377\302\265s","","","","0"
"4389","6.557","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4390","6.558","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4399","6.579","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","1309\302\265s","","","","0"
"4400","6.579","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","404\302\265s","","","","0"
"4401","6.580","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4402","6.580","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4409","6.603","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3046\302\265s","","","","0"
"4410","6.604","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"4411","6.604","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4414","6.628","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","17637\302\265s","","","","0"
"4415","6.629","59:51:34:3a:99:17","LE 1M","LE LL","21","870\302\265s","","","","0"
"4416","6.629","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4417","6.630","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4421","6.648","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","428\302\265s","","","","0"
"4422","6.649","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4423","6.649","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4433","6.661","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","2492\302\265s","","","","0"
"4434","6.661","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"4435","6.662","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"4437","6.670","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","231\302\265s","","","","0"
"4438","6.670","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4440","6.675","55:01:2a:98:35:1d","LE 1M","LE LL","23","1380\302\265s","","","","0"
"4441","6.676","55:01:2a:98:35:1d","LE 1M","LE LL","23","517\302\265s","","","","0"
"4442","6.676","55:01:2a:98:35:1d","LE 1M","LE LL","23","518\302\265s","","","","0"
"4448","6.693","59:65:2f:65:e4:21","LE 1M","LE LL","24","3087\302\265s","","","","0"
"4449","6.693","59:65:2f:65:e4:21","LE 1M","LE LL","24","368\302\265s","","","","0"
"4454","6.718","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2229\302\265s","","","","0"
"4455","6.719","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4456","6.719","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4459","6.740","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","15973\302\265s","","","","0"
"4472","6.764","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2745\302\265s","","","","0"
"4473","6.765","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"4474","6.765","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4475","6.767","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","2032\302\265s","","","","0"
"4476","6.768","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"4477","6.769","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"4481","6.780","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","1008\302\265s","","","","0"
"4482","6.780","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"4483","6.781","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"4487","6.786","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2559\302\265s","","","","0"
"4488","6.786","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4489","6.786","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4494","6.810","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9601\302\265s","","","","0"
"4495","6.810","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4496","6.811","59:51:34:3a:99:17","LE 1M","LE LL","21","868\302\265s","","","","0"
"4497","6.812","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4498","6.812","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4501","6.834","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","12843\302\265s","","","","0"
"4505","6.857","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1534\302\265s","","","","0"
"4506","6.857","55:01:2a:98:35:1d","LE 1M","LE LL","23","184\302\265s","","","","0"
"4507","6.858","55:01:2a:98:35:1d","LE 1M","LE LL","23","517\302\265s","","","","0"
"4518","6.879","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9106\302\265s","","","","0"
"4531","6.907","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5428\302\265s","","","","0"
"4532","6.907","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4533","6.908","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4540","6.922","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","4321\302\265s","","","","0"
"4541","6.928","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5536\302\265s","","","","0"
"4542","6.929","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4543","6.929","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4544","6.932","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","2818\302\265s","","","","0"
"4546","6.946","4d:be:63:3e:45:54","LE 1M","LE LL","25","8703\302\265s","","","","0"
"4549","6.955","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","2671\302\265s","","","","0"
"4551","6.959","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4552","6.959","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"4562","6.971","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3778\302\265s","","","","0"
"4563","6.972","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","367\302\265s","","","","0"
"4566","6.973","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","133\302\265s","","","","0"
"4571","6.979","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2526\302\265s","","","","0"
"4572","6.980","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4573","6.980","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4586","7.008","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5427\302\265s","","","","0"
"4587","7.009","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4588","7.009","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4591","7.033","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9832\302\265s","","","","0"
"4592","7.049","55:01:2a:98:35:1d","LE 1M","LE LL","23","15894\302\265s","","","","0"
"4593","7.057","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","8221\302\265s","","","","0"
"4594","7.058","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4595","7.061","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","2655\302\265s","","","","0"
"4596","7.061","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"4597","7.061","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"4607","7.073","f4:20:73:97:58:60","LE 1M","LE LL","14","4604\302\265s","","","","0"
"4608","7.073","f4:20:73:97:58:60","LE 1M","LE LL","14","132\302\265s","","","","0"
"4609","7.074","f4:20:73:97:58:60","LE 1M","LE LL","14","132\302\265s","","","","0"
"4616","7.079","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1658\302\265s","","","","0"
"4617","7.080","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4618","7.080","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4638","7.128","7c:89:95:02:84:47","LE 1M","LE LL","24","2764\302\265s","","","","0"
"4639","7.128","7c:89:95:02:84:47","LE 1M","LE LL","24","369\302\265s","","","","0"
"4640","7.129","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"4641","7.133","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3722\302\265s","","","","0"
"4642","7.134","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4643","7.134","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4645","7.138","16:b9:cc:6c:ea:b6","LE 1M","LE LL","36","137\302\265s","","","","0"
"4646","7.138","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"4652","7.145","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","854\302\265s","","","","0"
"4653","7.154","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","8966\302\265s","","","","0"
"4654","7.155","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4655","7.155","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4662","7.174","59:51:34:3a:99:17","LE 1M","LE LL","21","2325\302\265s","","","","0"
"4663","7.174","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4664","7.175","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4668","7.182","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4137\302\265s","","","","0"
"4669","7.182","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4670","7.183","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4688","7.204","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","406\302\265s","","","","0"
"4689","7.206","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","1570\302\265s","","","","0"
"4693","7.218","4d:be:63:3e:45:54","LE 1M","LE LL","25","4402\302\265s","","","","0"
"4694","7.219","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"4695","7.220","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"4699","7.233","59:65:2f:65:e4:21","LE 1M","LE LL","24","6302\302\265s","","","","0"
"4700","7.233","59:65:2f:65:e4:21","LE 1M","LE LL","24","368\302\265s","","","","0"
"4702","7.238","55:01:2a:98:35:1d","LE 1M","LE LL","23","3381\302\265s","","","","0"
"4703","7.249","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","10719\302\265s","","","","0"
"4704","7.249","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4705","7.271","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","21448\302\265s","","","","0"
"4706","7.271","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4707","7.271","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4726","7.301","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","908\302\265s","","","","0"
"4727","7.301","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4728","7.301","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"4738","7.327","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","6333\302\265s","","","","0"
"4739","7.328","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"4740","7.328","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"4741","7.334","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","5209\302\265s","","","","0"
"4742","7.335","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"4743","7.335","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"4746","7.350","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","332\302\265s","","","","0"
"4747","7.356","59:51:34:3a:99:17","LE 1M","LE LL","21","5866\302\265s","","","","0"
"4748","7.357","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4749","7.357","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"4759","7.399","7c:89:95:02:84:47","LE 1M","LE LL","24","2158\302\265s","","","","0"
"4760","7.400","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"4761","7.400","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"4771","7.423","55:01:2a:98:35:1d","LE 1M","LE LL","23","8882\302\265s","","","","0"
"4776","7.431","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","953\302\265s","","","","0"
"4783","7.454","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","6742\302\265s","","","","0"
